link,title,location,comapany name,description 
/jobs/p/TgYPu3p23XkN-Senior-Java-Developer---Banha-ARROW-Electronics-Qalubia-Egypt?o=385&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Developer - Banha,"Banha, Qalubia, Egypt",ARROW Electronics  -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Design · Java · Software · SQL · Spring · Computer Science · Information Technology (IT) · Git
/jobs/p/SwuLfhelMFML-Oracle-Business-Application-Lead-National-Electricity-Technology-Co-Cairo-Egypt?o=386&l=sp&t=sj&a=data science|search-v3|navbg,Oracle Business Application Lead,"Cairo, Egypt",National Electricity Technology Co. -,Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Application Development · Oracle · Oracle Fusion · ERP System · Reporting · application · Information technology · Computer Science
/jobs/p/BHa9p9twcWvt-Senior-Java-Developer-Asset-Technology-Group-Cairo-Egypt?o=387&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Developer,"Sheraton, Cairo, Egypt",Asset Technology Group -,Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Angular · Information Technology (IT) · Computer Science · Software Development · Computer Engineering · Spring boot · Hibernate
/jobs/p/4TPuPhuT9zLQ-Senior-PHP-Developer---Laravel-Cairo-Egypt?o=388&l=sp&t=sj&a=data science|search-v3|navbg,Senior PHP Developer - Laravel,"Maadi, Cairo, Egypt",Confidential -,Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · PHP · MySQL · Web Development · Web Design · Development · Linux · Symfony2
/jobs/p/OchJEFVbvHLC-Software-Business-Analyst-Keys-Group-Services-Giza-Egypt?o=389&l=sp&t=sj&a=data science|search-v3|navbg,Software Business Analyst,"Mohandessin, Giza, Egypt",Keys Group Services -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Architecture · ARIS · Business Analysis · Computer Science · Enterprise · Information Technology (IT) · is
/jobs/p/CW3GIWVYsQBA-Senior-Java-Backend-Developer---For-USA-Remotely-Mobile-Wave-3-Cairo-Egypt?o=390&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Backend Developer - For USA (Remotely),"Nasr City, Cairo, Egypt",Mobile Wave 3 -,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Java · MongoDB · Computer Science · Development · Information Technology (IT) · Git · NoSQL
/jobs/p/ejeg9bOEiNeZ-IT-Software-Tech-Lead-Fin-tech-Dafa-Cairo-Egypt?o=391&l=sp&t=sj&a=data science|search-v3|navbg,IT Software Tech Lead Fin-tech,"Cairo, Egypt",Dafa -,Full TimeExperienced · 8 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Banking · Communication skills · Computer Science · Engineering · Software Development · Information Technology (IT)
/jobs/p/Dna66l6dmgPb-Unity-Developer-Cairo-Egypt?o=392&l=sp&t=sj&a=data science|search-v3|navbg,Unity Developer,"Maadi, Cairo, Egypt",Confidential -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Unity · C# · Information Technology (IT) · Computer Science · Web Development · Software Engineering · Computer Engineering
/jobs/p/GXWg1bFboQFY-Senior-Mobile-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=393&l=sp&t=sj&a=data science|search-v3|navbg,Senior Mobile Developer,"Nasr City, Cairo, Egypt",Dimofinf Operations Center -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Agile · Engineering · Git · Information Technology (IT) · iOS · Mobile Development
/jobs/p/NjBbgpZe71Nq-Senior-System-Administrator-ITS-Cairo-Egypt?o=394&l=sp&t=sj&a=data science|search-v3|navbg,Senior System Administrator,"Cairo, Egypt",ITS  -,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Vmware · VMware vSphere · Backup Solutions · System Administration · Communication skills · Computer Science
/jobs/p/7HclygaU757s-Senior-C-Software-Engineer-Viavi-Solutions-Cairo-Egypt?o=395&l=sp&t=sj&a=data science|search-v3|navbg,Senior C++ Software Engineer,"Maadi, Cairo, Egypt",Viavi Solutions -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Software Development · Software Engineering · Software · Computer Science · Engineering · Development · Linux
/jobs/p/rSasS6QcLgbg-Senior-IT-Applications-Specialist-GEMS-Education-Giza-Egypt?o=396&l=sp&t=sj&a=data science|search-v3|navbg,Senior IT Applications Specialist,"6th of October, Giza, Egypt",GEMS Education -,Full TimeExperienced · 7 - 15 Yrs of Exp · IT/Software Development · Applications · Information Technology (IT) · IT · Computer Science · Software Development
/jobs/p/8ZTnwm5YTmik-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=397&l=sp&t=sj&a=data science|search-v3|navbg,Senior Programmer,"Heliopolis, Cairo, Egypt",Limbic Entertainment (Cairo Office) -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Engineering · Information Technology (IT) · Unreal Engine · C++ · CSS
/jobs/p/2LZnzlYeAMD2-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=398&l=sp&t=sj&a=data science|search-v3|navbg,SOC Engineer,"Giza, Egypt",Link Datacenter -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CEH · Computer Engineering · Computer Science · GCIH · GSEC · Information Security · Information Technology (IT) · Network Operations Center
/jobs/p/hMpwRlh33G8Q-System-Administrator-Better-Home-Cairo-Egypt?o=399&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator,"New Cairo, Cairo, Egypt",Better Home -,Full TimeExperienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · system · System Administration · Computer Science · Engineering
/jobs/p/mFqw0d3Meqo6-Sales-Buzz-Specialist---Application-Specialist-Zeina-Group-Giza-Egypt?o=400&l=sp&t=sj&a=data science|search-v3|navbg,Sales Buzz Specialist - Application Specialist,"Sheikh Zayed, Giza, Egypt",Zeina Group -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Sales/Retail · English · Sales · sales buzz · sales skills · Computer Science · Sales Target · MS SQL Server · Application Support
/jobs/p/lJ3qwDwC0xrB-Senior-Design-Engineer---Structural-Steel-Saudi-firmness-Cairo-Egypt?o=401&l=sp&t=sj&a=data science|search-v3|navbg,Senior Design Engineer - Structural Steel,"Katameya, Cairo, Egypt",Saudi-firmness -,Full TimeExperienced · 8 - 10 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Design · Structural Steel · STAAD.Pro · Information Technology (IT) · Computer Science · Software Development · Quality Assurance
/jobs/p/wa3n37fJR0io-Senior-Backend-Developer-–-NodeJS-Obeikan-Digital-Solutions-Cairo-Egypt?o=402&l=sp&t=sj&a=data science|search-v3|navbg,Senior Backend Developer – NodeJS,"Cairo, Egypt",Obeikan Digital Solutions -,Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Computer Science · CSS · Engineering · HTML · Information Technology (IT) · JavaScript
/jobs/p/b6DVHQBalcW2-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=403&l=sp&t=sj&a=data science|search-v3|navbg,Full Stack .NET Developer,"Heliopolis, Cairo, Egypt",Luftborn -,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · Full Stack Development · APIs · OOP · Angular · Azure · JavaScript
/jobs/p/bLAk1JsPpCFZ-HRIS-Executive-Supervisor-Arma-Non-Food-Cairo-Egypt?o=404&l=sp&t=sj&a=data science|search-v3|navbg,HRIS Executive / Supervisor,"Heliopolis, Cairo, Egypt",Arma Non Food -,Full TimeExperienced · 2 - 5 Yrs of Exp · Human Resources · IT/Software Development · HRIS · Human Resources (HR) · Implementation · Communication · Engineering · Computer Science · SAP · ERP Implementation
/jobs/p/SFNRJ7J1228s-Senior-Automation-Test-Engineer---Java-Cegedim-Cairo-Egypt?o=405&l=sp&t=sj&a=data science|search-v3|navbg,Senior Automation Test Engineer - (Java),"New Cairo, Cairo, Egypt",Cegedim -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · API · Computer Science · Information Technology (IT) · QA · Selenium · Software Testing
/jobs/p/HoKLJqdP5sXU-Java-Developer-Spring-Cegedim-Cairo-Egypt?o=406&l=sp&t=sj&a=data science|search-v3|navbg,Java Developer (Spring),"New Cairo, Cairo, Egypt",Cegedim -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Software Engineering · Software Development · Java Development · Design · Java EE
/jobs/p/MhhW4DfcHbpZ-Cloud-Engineer-Immediately-Dafa-Giza-Egypt?o=407&l=sp&t=sj&a=data science|search-v3|navbg,Cloud Engineer (Immediately),"Haram, Giza, Egypt",Dafa -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Cloud · Computer Science · Design · Engineering · Information Technology (IT) · IT · Maintenance
/jobs/p/xORmGwEts4Mm-Java-Developer-Egabi-FSI-Cairo-Egypt?o=408&l=sp&t=sj&a=data science|search-v3|navbg,Java Developer,"Sheraton, Cairo, Egypt",Egabi FSI -,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Java · Software Development · ITI · SQL · OOP · Design
/jobs/p/ePdqYmDVPxFG-Senior-Design-Engineer-Johnson-Controls-Cairo-Egypt?o=409&l=sp&t=sj&a=data science|search-v3|navbg,Senior Design Engineer,"Nasr City, Cairo, Egypt",Johnson Controls -,Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Computer Science · Engineering · English · Mechanical · Software Development · CAD · Microsoft Office · Mechanical Engineering
/jobs/p/ARPs5JZ4SwYz-Software-Developer-Mountain-Cairo-Egypt?o=410&l=sp&t=sj&a=data science|search-v3|navbg,Software Developer,"Garden City, Cairo, Egypt",Mountain -,Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile Software Development · CSS · Computer Science · Software · Software Engineering · Testing · Software Development
/jobs/p/3CBtC6yVK6zR-Senior-Full-Stack-Developer-Cairo-Egypt?o=411&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack Developer,"Cairo, Egypt",Confidential -,Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · ASP.Net · Computer Science · Information Technology (IT) · Software Development · JavaScript · RESTful
/jobs/p/a16q0KcQaFU0-Quality-Engineer---Sadat-City-El-Monufeya-GlassRock-Insulation-Co-Monufya-Egypt?o=412&l=sp&t=sj&a=data science|search-v3|navbg,Quality Engineer - Sadat City ( El Monufeya),"Monufya, Egypt",GlassRock Insulation Co. -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Quality · quality · Quality Assurance · Quality Control · Science · Engineering
/jobs/p/e1lZHskhB4RE-Senior-Load-Performance-Test-Engineer-Expleo-Cairo-Egypt?o=413&l=sp&t=sj&a=data science|search-v3|navbg,Senior Load & Performance Test Engineer,"Maadi, Cairo, Egypt",Expleo -,Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · DevOps · Engineering · Performance · Testing · JMeter · Software Testing
/jobs/p/k2h76r1688ie-Senior-Technical-Consulting-Specialist-Cloud-DevOps-Alnafitha-Cairo-Egypt?o=414&l=sp&t=sj&a=data science|search-v3|navbg,Senior Technical Consulting Specialist (Cloud DevOps),"Cairo, Egypt",Alnafitha -,Full TimeExperienced · 7 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MCSE · Computer Science · ITIL · Azure DevOps Server · AWS · Information Technology (IT) · Maintenance
/jobs/p/qyEYhkjzrB67-Senior-Business-Analyst-CYSHIELD-Cairo-Egypt?o=415&l=sp&t=sj&a=data science|search-v3|navbg,Senior Business Analyst,"Cairo, Egypt",CYSHIELD -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · business · Analysis · Business Development · Business Analysis · Information Technology (IT) · Software Development
/jobs/p/0kk3P1fVMcjE-Product-Owner-Cegedim-Cairo-Egypt?o=416&l=sp&t=sj&a=data science|search-v3|navbg,Product Owner,"New Cairo, Cairo, Egypt",Cegedim -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Healthcare Market · Project Management · Scrum · BDD · Engineering · Agile · Computer Science
/jobs/p/bsGwAWUaJhlT-Security-Engineer-Rashideen-Egypt-for-Trade-Cairo-Egypt?o=417&l=sp&t=sj&a=data science|search-v3|navbg,Security Engineer,"Maadi, Cairo, Egypt",Rashideen Egypt for Trade  -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Telecom/Technology · CCNP · CCNA · Computer Science · Cisco · Configuration · Engineering · Information Technology (IT) · Firewall · networks
/jobs/p/J7OpYr9z50zT-Information-Security-Analyst-Cairo-Egypt?o=418&l=sp&t=sj&a=data science|search-v3|navbg,Information Security Analyst,"Maadi, Cairo, Egypt",Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Security · IT · Computer Science · Information Systems · CEH · Security Systems · CISM
/jobs/p/pO294OpVKDIw-Sharepoint-Developer-Blackstone-Eit-Cairo-Egypt?o=419&l=sp&t=sj&a=data science|search-v3|navbg,Sharepoint Developer,"Garden City, Cairo, Egypt",Blackstone Eit -,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Sharepoint · Sharepoint 2010 · MS Sharepoint · Information Technology (IT) · Testing · Computer Science · Configuration · Active Directory
/jobs/p/NziKtSIpYaxW-Senior-Backend-Developer-The-Address-Investments-for-Real-Estate-Consultancy-Cairo-Egypt?o=420&l=sp&t=sj&a=data science|search-v3|navbg,Senior Backend Developer,"New Cairo, Cairo, Egypt",The Address Investments for Real Estate Consultancy -,Full TimeExperienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · CSS3 · Computer Science · JavaScript · Information Technology (IT) · Software Development · PHP · Software Engineering
/jobs/p/opOnF5MzslkL-Java-Backend-Developer-Blackstone-Eit-Cairo-Egypt?o=421&l=sp&t=sj&a=data science|search-v3|navbg,Java Backend Developer,"Garden City, Cairo, Egypt",Blackstone Eit -,Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · liferay · springboot · back-end · Programming · Computer Science · Information Technology (IT) · Java · Software Development
/jobs/p/iq652oPKZm7y-BI-Engineer-Blackstone-Eit-Alexandria-Egypt?o=422&l=sp&t=sj&a=data science|search-v3|navbg,BI Engineer,"Alexandria, Egypt",Blackstone Eit -,Full TimeWork From HomeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BI · SQL · Computer Science · Power BI
/jobs/p/Svrlvc8zxwVw-Technical-Support-Engineer-Pan-Marine-Group-Alexandria-Egypt?o=423&l=sp&t=sj&a=data science|search-v3|navbg,Technical Support Engineer,"Alexandria, Egypt",Pan Marine Group -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Telecom · Information Technology (IT) · Computer Science · CCNA · MCSA 2012 · A+
/jobs/p/fLtKKoSmCHGc-IT-Help-Desk-Engineer-Alexandria-Egypt?o=424&l=sp&t=sj&a=data science|search-v3|navbg,IT Help Desk Engineer,"Gomrok, Alexandria, Egypt",Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Help desk · Information technology · Information Technology (IT) · Installation · IT · Computer Science · English
